freq,hhtyp,incgrp,unit,geo,year,value
A,A1,A_MD60,PC,DK,2007,6.7
A,A1,A_MD60,PC,EA,2007,5.7
A,A1,A_MD60,PC,EA18,2007,5.8
A,A1,A_MD60,PC,EA19,2007,5.8
A,A1,A_MD60,PC,EA20,2007,
A,A1,A_MD60,PC,EE,2007,4.7
A,A1,A_MD60,PC,EL,2007,24.9
A,A1,A_MD60,PC,ES,2007,4.2
A,A1,A_MD60,PC,EU,2007,6.6
A,A1,A_MD60,PC,EU27_2007,2007,6.6
A,A1,A_MD60,PC,EU27_2020,2007,6.9
A,A1,A_MD60,PC,EU28,2007,6.6
A,A1,A_MD60,PC,FI,2007,8.6
A,A1,A_MD60,PC,FR,2007,5.6
A,A1,A_MD60,PC,HR,2007,13.6
A,A1,A_MD60,PC,HU,2007,12.6
A,A1,A_MD60,PC,IE,2007,8.9
A,A1,A_MD60,PC,IS,2007,14.4
A,A1,A_MD60,PC,IT,2007,8.7
A,A1,A_MD60,PC,LT,2007,7.2
A,A1,A_MD60,PC,LU,2007,1.7
A,A1,A_MD60,PC,LV,2007,14.2
A,A1,A_MD60,PC,ME,2007,
A,A1,A_MD60,PC,MK,2007,18.4
A,A1,A_MD60,PC,MT,2007,5.7
A,A1,A_MD60,PC,NL,2007,5.0
A,A1,A_MD60,PC,NO,2007,7.6
A,A1,A_MD60,PC,PL,2007,7.9
A,A1,A_MD60,PC,PT,2007,4.1
A,A1,A_MD60,PC,RO,2007,25.8
A,A1,A_MD60,PC,RS,2007,
A,A1,A_MD60,PC,SE,2007,7.7
A,A1,A_MD60,PC,SI,2007,12.0
A,A1,A_MD60,PC,SK,2007,5.5
A,A1,A_MD60,PC,TR,2007,24.9
A,A1,A_MD60,PC,UK,2007,5.0
A,A1,A_MD60,PC,XK,2007,
A,A1,B_MD60,PC,AL,2007,
A,A1,B_MD60,PC,AT,2007,13.9
A,A1,B_MD60,PC,BE,2007,15.1
A,A1,B_MD60,PC,BG,2007,29.7
A,A1,B_MD60,PC,CH,2007,4.7
A,A1,B_MD60,PC,CY,2007,11.0
A,A1,B_MD60,PC,CZ,2007,10.8
A,A1,B_MD60,PC,DE,2007,10.4
A,A1,B_MD60,PC,DK,2007,12.0
A,A1,B_MD60,PC,EA,2007,13.3
A,A1,B_MD60,PC,EA18,2007,13.4
A,A1,B_MD60,PC,EA19,2007,13.5
A,A1,B_MD60,PC,EA20,2007,
A,A1,B_MD60,PC,EE,2007,16.6
A,A1,B_MD60,PC,EL,2007,49.9
A,A1,B_MD60,PC,ES,2007,13.0
A,A1,B_MD60,PC,EU,2007,14.6
A,A1,B_MD60,PC,EU27_2007,2007,14.7
A,A1,B_MD60,PC,EU27_2020,2007,15.4
A,A1,B_MD60,PC,EU28,2007,14.7
A,A1,B_MD60,PC,FI,2007,12.4
A,A1,B_MD60,PC,FR,2007,15.4
A,A1,B_MD60,PC,HR,2007,17.8
A,A1,B_MD60,PC,HU,2007,35.4
A,A1,B_MD60,PC,IE,2007,24.8
A,A1,B_MD60,PC,IS,2007,31.0
A,A1,B_MD60,PC,IT,2007,13.8
A,A1,B_MD60,PC,LT,2007,22.2
A,A1,B_MD60,PC,LU,2007,13.1
A,A1,B_MD60,PC,LV,2007,38.3
A,A1,B_MD60,PC,ME,2007,
A,A1,B_MD60,PC,MK,2007,44.3
A,A1,B_MD60,PC,MT,2007,16.6
A,A1,B_MD60,PC,NL,2007,13.8
A,A1,B_MD60,PC,NO,2007,12.3
A,A1,B_MD60,PC,PL,2007,26.0
A,A1,B_MD60,PC,PT,2007,9.2
A,A1,B_MD60,PC,RO,2007,35.4
A,A1,B_MD60,PC,RS,2007,
A,A1,B_MD60,PC,SE,2007,13.9
A,A1,B_MD60,PC,SI,2007,23.5
A,A1,B_MD60,PC,SK,2007,14.7
A,A1,B_MD60,PC,TR,2007,36.9
A,A1,B_MD60,PC,UK,2007,9.7
A,A1,B_MD60,PC,XK,2007,
A,A1,TOTAL,PC,AL,2007,
A,A1,TOTAL,PC,AT,2007,6.7
A,A1,TOTAL,PC,BE,2007,7.1
A,A1,TOTAL,PC,BG,2007,25.6
A,A1,TOTAL,PC,CH,2007,4.9
A,A1,TOTAL,PC,CY,2007,16.8
A,A1,TOTAL,PC,CZ,2007,4.9
A,A1,TOTAL,PC,DE,2007,5.7
A,A1,TOTAL,PC,DK,2007,8.0
A,A1,TOTAL,PC,EA,2007,7.7
A,A1,TOTAL,PC,EA17,2007,
A,A1,TOTAL,PC,EA18,2007,7.7
A,A1,TOTAL,PC,EA19,2007,7.8
A,A1,TOTAL,PC,EA20,2007,
A,A1,TOTAL,PC,EE,2007,7.9
A,A1,TOTAL,PC,EL,2007,31.2
A,A1,TOTAL,PC,ES,2007,6.7
A,A1,TOTAL,PC,EU,2007,8.7
A,A1,TOTAL,PC,EU15,2007,
A,A1,TOTAL,PC,EU27_2007,2007,8.7
A,A1,TOTAL,PC,EU27_2020,2007,9.1
A,A1,TOTAL,PC,EU28,2007,8.7
A,A1,TOTAL,PC,FI,2007,9.8
A,A1,TOTAL,PC,FR,2007,7.5
A,A1,TOTAL,PC,HR,2007,15.3
A,A1,TOTAL,PC,HU,2007,16.2
A,A1,TOTAL,PC,IE,2007,12.8
A,A1,TOTAL,PC,IS,2007,17.3
A,A1,TOTAL,PC,IT,2007,10.0
A,A1,TOTAL,PC,LT,2007,11.0
A,A1,TOTAL,PC,LU,2007,3.5
A,A1,TOTAL,PC,LV,2007,19.1
A,A1,TOTAL,PC,ME,2007,
A,A1,TOTAL,PC,MK,2007,21.8
A,A1,TOTAL,PC,MT,2007,8.1
A,A1,TOTAL,PC,NL,2007,6.4
A,A1,TOTAL,PC,NO,2007,8.7
A,A1,TOTAL,PC,PL,2007,12.5
A,A1,TOTAL,PC,PT,2007,5.5
A,A1,TOTAL,PC,RO,2007,28.0
A,A1,TOTAL,PC,RS,2007,
A,A1,TOTAL,PC,SE,2007,9.3
A,A1,TOTAL,PC,SI,2007,16.6
A,A1,TOTAL,PC,SK,2007,7.2
A,A1,TOTAL,PC,TR,2007,26.6
A,A1,TOTAL,PC,UK,2007,6.2
A,A1,TOTAL,PC,XK,2007,
A,A1F,A_MD60,PC,AL,2007,
A,A1F,A_MD60,PC,AT,2007,3.4
A,A1F,A_MD60,PC,BE,2007,3.2
A,A1F,A_MD60,PC,BG,2007,26.4
A,A1F,A_MD60,PC,CH,2007,4.0
A,A1F,A_MD60,PC,CY,2007,18.7
A,A1F,A_MD60,PC,CZ,2007,2.5
A,A1F,A_MD60,PC,DE,2007,2.9
A,A1F,A_MD60,PC,DK,2007,4.8
A,A1F,A_MD60,PC,EA,2007,4.9
A,A1F,A_MD60,PC,EA18,2007,4.9
A,A1F,A_MD60,PC,EA19,2007,5.0
A,A1F,A_MD60,PC,EA20,2007,
A,A1F,A_MD60,PC,EE,2007,4.3
A,A1F,A_MD60,PC,EL,2007,26.2
A,A1F,A_MD60,PC,ES,2007,2.8
A,A1F,A_MD60,PC,EU,2007,5.9
A,A1F,A_MD60,PC,EU27_2007,2007,5.9
A,A1F,A_MD60,PC,EU27_2020,2007,6.2
A,A1F,A_MD60,PC,EU28,2007,5.9
A,A1F,A_MD60,PC,FI,2007,6.3
A,A1F,A_MD60,PC,FR,2007,4.9
A,A1F,A_MD60,PC,HR,2007,11.0
A,A1F,A_MD60,PC,HU,2007,11.7
A,A1F,A_MD60,PC,IE,2007,5.6
A,A1F,A_MD60,PC,IS,2007,9.2
A,A1F,A_MD60,PC,IT,2007,7.2
A,A1F,A_MD60,PC,LT,2007,7.3
A,A1F,A_MD60,PC,LU,2007,0.8
A,A1F,A_MD60,PC,LV,2007,13.9
A,A1F,A_MD60,PC,ME,2007,
A,A1F,A_MD60,PC,MK,2007,15.6
A,A1F,A_MD60,PC,MT,2007,4.7
A,A1F,A_MD60,PC,NL,2007,4.4
A,A1F,A_MD60,PC,NO,2007,6.3
A,A1F,A_MD60,PC,PL,2007,7.4
A,A1F,A_MD60,PC,PT,2007,3.0
A,A1F,A_MD60,PC,RO,2007,24.9
A,A1F,A_MD60,PC,RS,2007,
A,A1F,A_MD60,PC,SE,2007,7.0
A,A1F,A_MD60,PC,SI,2007,8.9
A,A1F,A_MD60,PC,SK,2007,4.4
A,A1F,A_MD60,PC,TR,2007,21.4
A,A1F,A_MD60,PC,UK,2007,3.7
A,A1F,A_MD60,PC,XK,2007,
A,A1F,B_MD60,PC,AL,2007,
A,A1F,B_MD60,PC,AT,2007,10.0
A,A1F,B_MD60,PC,BE,2007,9.7
A,A1F,B_MD60,PC,BG,2007,27.1
A,A1F,B_MD60,PC,CH,2007,3.7
A,A1F,B_MD60,PC,CY,2007,8.9
A,A1F,B_MD60,PC,CZ,2007,7.5
A,A1F,B_MD60,PC,DE,2007,8.2
A,A1F,B_MD60,PC,DK,2007,9.4
A,A1F,B_MD60,PC,EA,2007,10.5
A,A1F,B_MD60,PC,EA18,2007,10.6
A,A1F,B_MD60,PC,EA19,2007,10.7
A,A1F,B_MD60,PC,EA20,2007,
A,A1F,B_MD60,PC,EE,2007,8.0
A,A1F,B_MD60,PC,EL,2007,41.1
A,A1F,B_MD60,PC,ES,2007,9.8
A,A1F,B_MD60,PC,EU,2007,11.5
A,A1F,B_MD60,PC,EU27_2007,2007,11.5
A,A1F,B_MD60,PC,EU27_2020,2007,12.5
A,A1F,B_MD60,PC,EU28,2007,11.5
A,A1F,B_MD60,PC,FI,2007,7.5
A,A1F,B_MD60,PC,FR,2007,12.5
A,A1F,B_MD60,PC,HR,2007,14.8
A,A1F,B_MD60,PC,HU,2007,30.1
A,A1F,B_MD60,PC,IE,2007,22.5
A,A1F,B_MD60,PC,IS,2007,16.2
A,A1F,B_MD60,PC,IT,2007,12.8
A,A1F,B_MD60,PC,LT,2007,18.3
A,A1F,B_MD60,PC,LU,2007,15.7
A,A1F,B_MD60,PC,LV,2007,32.3
A,A1F,B_MD60,PC,ME,2007,
A,A1F,B_MD60,PC,MK,2007,45.4
A,A1F,B_MD60,PC,MT,2007,12.4
A,A1F,B_MD60,PC,NL,2007,4.1
A,A1F,B_MD60,PC,NO,2007,7.0
A,A1F,B_MD60,PC,PL,2007,21.1
A,A1F,B_MD60,PC,PT,2007,4.0
A,A1F,B_MD60,PC,RO,2007,32.7
A,A1F,B_MD60,PC,RS,2007,
A,A1F,B_MD60,PC,SE,2007,7.1
A,A1F,B_MD60,PC,SI,2007,14.0
A,A1F,B_MD60,PC,SK,2007,7.7
A,A1F,B_MD60,PC,TR,2007,35.5
A,A1F,B_MD60,PC,UK,2007,4.7
A,A1F,B_MD60,PC,XK,2007,
A,A1F,TOTAL,PC,AL,2007,
A,A1F,TOTAL,PC,AT,2007,5.2
A,A1F,TOTAL,PC,BE,2007,4.6
A,A1F,TOTAL,PC,BG,2007,26.8
A,A1F,TOTAL,PC,CH,2007,3.9
A,A1F,TOTAL,PC,CY,2007,14.7
A,A1F,TOTAL,PC,CZ,2007,3.6
A,A1F,TOTAL,PC,DE,2007,4.6
A,A1F,TOTAL,PC,DK,2007,5.9
A,A1F,TOTAL,PC,EA,2007,6.4
A,A1F,TOTAL,PC,EA17,2007,
A,A1F,TOTAL,PC,EA18,2007,6.4
A,A1F,TOTAL,PC,EA19,2007,6.5
A,A1F,TOTAL,PC,EA20,2007,
A,A1F,TOTAL,PC,EE,2007,5.1
A,A1F,TOTAL,PC,EL,2007,30.0
A,A1F,TOTAL,PC,ES,2007,5.0
A,A1F,TOTAL,PC,EU,2007,7.4
A,A1F,TOTAL,PC,EU15,2007,
A,A1F,TOTAL,PC,EU27_2007,2007,7.4
A,A1F,TOTAL,PC,EU27_2020,2007,7.9
A,A1F,TOTAL,PC,EU28,2007,7.4
A,A1F,TOTAL,PC,FI,2007,6.7
A,A1F,TOTAL,PC,FR,2007,6.3
A,A1F,TOTAL,PC,HR,2007,12.7
A,A1F,TOTAL,PC,HU,2007,14.0
A,A1F,TOTAL,PC,IE,2007,8.4
A,A1F,TOTAL,PC,IS,2007,10.2
A,A1F,TOTAL,PC,IT,2007,8.9
A,A1F,TOTAL,PC,LT,2007,9.6
A,A1F,TOTAL,PC,LU,2007,2.8
A,A1F,TOTAL,PC,LV,2007,16.5
A,A1F,TOTAL,PC,ME,2007,
A,A1F,TOTAL,PC,MK,2007,19.3
A,A1F,TOTAL,PC,MT,2007,6.3
A,A1F,TOTAL,PC,NL,2007,4.4
A,A1F,TOTAL,PC,NO,2007,6.5
A,A1F,TOTAL,PC,PL,2007,10.5
A,A1F,TOTAL,PC,PT,2007,3.3
A,A1F,TOTAL,PC,RO,2007,27.0
A,A1F,TOTAL,PC,RS,2007,
A,A1F,TOTAL,PC,SE,2007,7.0
A,A1F,TOTAL,PC,SI,2007,11.1
A,A1F,TOTAL,PC,SK,2007,4.9
A,A1F,TOTAL,PC,TR,2007,23.8
A,A1F,TOTAL,PC,UK,2007,4.0
A,A1F,TOTAL,PC,XK,2007,
A,A1M,A_MD60,PC,AL,2007,
A,A1M,A_MD60,PC,AT,2007,5.3
A,A1M,A_MD60,PC,BE,2007,6.8
A,A1M,A_MD60,PC,BG,2007,15.8
A,A1M,A_MD60,PC,CH,2007,6.0
A,A1M,A_MD60,PC,CY,2007,20.7
A,A1M,A_MD60,PC,CZ,2007,5.0
A,A1M,A_MD60,PC,DE,2007,4.3
A,A1M,A_MD60,PC,DK,2007,8.8
A,A1M,A_MD60,PC,EA,2007,6.8
A,A1M,A_MD60,PC,EA18,2007,6.9
A,A1M,A_MD60,PC,EA19,2007,6.9
A,A1M,A_MD60,PC,EA20,2007,
A,A1M,A_MD60,PC,EE,2007,5.6
A,A1M,A_MD60,PC,EL,2007,22.7
A,A1M,A_MD60,PC,ES,2007,5.8
A,A1M,A_MD60,PC,EU,2007,7.6
A,A1M,A_MD60,PC,EU27_2007,2007,7.6
A,A1M,A_MD60,PC,EU27_2020,2007,7.8
A,A1M,A_MD60,PC,EU28,2007,7.7
A,A1M,A_MD60,PC,FI,2007,11.4
A,A1M,A_MD60,PC,FR,2007,6.7
A,A1M,A_MD60,PC,HR,2007,17.8
A,A1M,A_MD60,PC,HU,2007,14.4
A,A1M,A_MD60,PC,IE,2007,13.4
A,A1M,A_MD60,PC,IS,2007,19.6
A,A1M,A_MD60,PC,IT,2007,10.6
A,A1M,A_MD60,PC,LT,2007,7.1
A,A1M,A_MD60,PC,LU,2007,2.9
A,A1M,A_MD60,PC,LV,2007,15.1
A,A1M,A_MD60,PC,ME,2007,
A,A1M,A_MD60,PC,MK,2007,24.9
A,A1M,A_MD60,PC,MT,2007,7.0
A,A1M,A_MD60,PC,NL,2007,5.8
A,A1M,A_MD60,PC,NO,2007,8.8
A,A1M,A_MD60,PC,PL,2007,9.0
A,A1M,A_MD60,PC,PT,2007,6.4
A,A1M,A_MD60,PC,RO,2007,27.3
A,A1M,A_MD60,PC,RS,2007,
A,A1M,A_MD60,PC,SE,2007,8.4
A,A1M,A_MD60,PC,SI,2007,15.8
A,A1M,A_MD60,PC,SK,2007,8.4
A,A1M,A_MD60,PC,TR,2007,30.9
A,A1M,A_MD60,PC,UK,2007,6.5
A,A1M,A_MD60,PC,XK,2007,
A,A1M,B_MD60,PC,AL,2007,
A,A1M,B_MD60,PC,AT,2007,20.2
A,A1M,B_MD60,PC,BE,2007,21.3
A,A1M,B_MD60,PC,BG,2007,38.0
A,A1M,B_MD60,PC,CH,2007,7.5
A,A1M,B_MD60,PC,CY,2007,17.7
A,A1M,B_MD60,PC,CZ,2007,18.5
A,A1M,B_MD60,PC,DE,2007,13.0
A,A1M,B_MD60,PC,DK,2007,14.4
A,A1M,B_MD60,PC,EA,2007,17.2
A,A1M,B_MD60,PC,EA18,2007,17.3
A,A1M,B_MD60,PC,EA19,2007,17.4
A,A1M,B_MD60,PC,EA20,2007,
A,A1M,B_MD60,PC,EE,2007,26.4
A,A1M,B_MD60,PC,EL,2007,66.5
A,A1M,B_MD60,PC,ES,2007,18.0
A,A1M,B_MD60,PC,EU,2007,19.3
A,A1M,B_MD60,PC,EU27_2007,2007,19.3
A,A1M,B_MD60,PC,EU27_2020,2007,19.5
A,A1M,B_MD60,PC,EU28,2007,19.3
A,A1M,B_MD60,PC,FI,2007,18.6
A,A1M,B_MD60,PC,FR,2007,19.4
A,A1M,B_MD60,PC,HR,2007,25.2
A,A1M,B_MD60,PC,HU,2007,40.8
A,A1M,B_MD60,PC,IE,2007,26.2
A,A1M,B_MD60,PC,IS,2007,40.6
A,A1M,B_MD60,PC,IT,2007,16.1
A,A1M,B_MD60,PC,LT,2007,27.7
A,A1M,B_MD60,PC,LU,2007,10.8
A,A1M,B_MD60,PC,LV,2007,43.8
A,A1M,B_MD60,PC,ME,2007,
A,A1M,B_MD60,PC,MK,2007,42.3
A,A1M,B_MD60,PC,MT,2007,20.9
A,A1M,B_MD60,PC,NL,2007,22.8
A,A1M,B_MD60,PC,NO,2007,18.5
A,A1M,B_MD60,PC,PL,2007,33.7
A,A1M,B_MD60,PC,PT,2007,20.1
A,A1M,B_MD60,PC,RO,2007,43.0
A,A1M,B_MD60,PC,RS,2007,
A,A1M,B_MD60,PC,SE,2007,24.0
A,A1M,B_MD60,PC,SI,2007,39.3
A,A1M,B_MD60,PC,SK,2007,27.6
A,A1M,B_MD60,PC,TR,2007,41.1
A,A1M,B_MD60,PC,UK,2007,17.8
A,A1M,B_MD60,PC,XK,2007,
A,A1M,TOTAL,PC,AL,2007,
A,A1M,TOTAL,PC,AT,2007,8.8
A,A1M,TOTAL,PC,BE,2007,9.7
A,A1M,TOTAL,PC,BG,2007,23.3
A,A1M,TOTAL,PC,CH,2007,6.2
A,A1M,TOTAL,PC,CY,2007,20.1
A,A1M,TOTAL,PC,CZ,2007,6.9
A,A1M,TOTAL,PC,DE,2007,7.1
A,A1M,TOTAL,PC,DK,2007,10.3
A,A1M,TOTAL,PC,EA,2007,9.4
A,A1M,TOTAL,PC,EA17,2007,
A,A1M,TOTAL,PC,EA18,2007,9.5
A,A1M,TOTAL,PC,EA19,2007,9.5
A,A1M,TOTAL,PC,EA20,2007,
A,A1M,TOTAL,PC,EE,2007,13.1
A,A1M,TOTAL,PC,EL,2007,33.3
A,A1M,TOTAL,PC,ES,2007,8.8
A,A1M,TOTAL,PC,EU,2007,10.5
A,A1M,TOTAL,PC,EU15,2007,
A,A1M,TOTAL,PC,EU27_2007,2007,10.5
A,A1M,TOTAL,PC,EU27_2020,2007,10.7
A,A1M,TOTAL,PC,EU28,2007,10.5
A,A1M,TOTAL,PC,FI,2007,13.8
A,A1M,TOTAL,PC,FR,2007,9.2
A,A1M,TOTAL,PC,HR,2007,20.4
A,A1M,TOTAL,PC,HU,2007,20.3
A,A1M,TOTAL,PC,IE,2007,17.7
A,A1M,TOTAL,PC,IS,2007,24.0
A,A1M,TOTAL,PC,IT,2007,11.6
A,A1M,TOTAL,PC,LT,2007,13.9
A,A1M,TOTAL,PC,LU,2007,4.2
A,A1M,TOTAL,PC,LV,2007,24.7
A,A1M,TOTAL,PC,ME,2007,
A,A1M,TOTAL,PC,MK,2007,27.7
A,A1M,TOTAL,PC,MT,2007,10.5
A,A1M,TOTAL,PC,NL,2007,8.8
A,A1M,TOTAL,PC,NO,2007,11.0
A,A1M,TOTAL,PC,PL,2007,16.8
A,A1M,TOTAL,PC,PT,2007,10.0
A,A1M,TOTAL,PC,RO,2007,30.0
A,A1M,TOTAL,PC,RS,2007,
A,A1M,TOTAL,PC,SE,2007,11.8
A,A1M,TOTAL,PC,SI,2007,24.2
A,A1M,TOTAL,PC,SK,2007,12.8
A,A1M,TOTAL,PC,TR,2007,31.9
A,A1M,TOTAL,PC,UK,2007,9.0
A,A1M,TOTAL,PC,XK,2007,
A,A1_DCH,A_MD60,PC,AL,2007,
A,A1_DCH,A_MD60,PC,AT,2007,13.6
A,A1_DCH,A_MD60,PC,BE,2007,14.3
A,A1_DCH,A_MD60,PC,BG,2007,34.5
A,A1_DCH,A_MD60,PC,CH,2007,9.2
A,A1_DCH,A_MD60,PC,CY,2007,41.5
A,A1_DCH,A_MD60,PC,CZ,2007,10.0
A,A1_DCH,A_MD60,PC,DE,2007,7.7
A,A1_DCH,A_MD60,PC,DK,2007,14.0
A,A1_DCH,A_MD60,PC,EA,2007,14.2
A,A1_DCH,A_MD60,PC,EA18,2007,14.4
A,A1_DCH,A_MD60,PC,EA19,2007,14.3
A,A1_DCH,A_MD60,PC,EA20,2007,
A,A1_DCH,A_MD60,PC,EE,2007,11.9
A,A1_DCH,A_MD60,PC,EL,2007,24.9
A,A1_DCH,A_MD60,PC,ES,2007,8.7
A,A1_DCH,A_MD60,PC,EU,2007,16.3
A,A1_DCH,A_MD60,PC,EU27_2007,2007,16.3
A,A1_DCH,A_MD60,PC,EU27_2020,2007,15.6
A,A1_DCH,A_MD60,PC,EU28,2007,16.4
A,A1_DCH,A_MD60,PC,FI,2007,25.6
A,A1_DCH,A_MD60,PC,FR,2007,18.9
A,A1_DCH,A_MD60,PC,HR,2007,24.6
A,A1_DCH,A_MD60,PC,HU,2007,28.3
A,A1_DCH,A_MD60,PC,IE,2007,33.0
A,A1_DCH,A_MD60,PC,IS,2007,34.3
A,A1_DCH,A_MD60,PC,IT,2007,15.3
A,A1_DCH,A_MD60,PC,LT,2007,8.7
A,A1_DCH,A_MD60,PC,LU,2007,10.9
A,A1_DCH,A_MD60,PC,LV,2007,36.9
A,A1_DCH,A_MD60,PC,ME,2007,
A,A1_DCH,A_MD60,PC,MK,2007,31.7
A,A1_DCH,A_MD60,PC,MT,2007,7.3
A,A1_DCH,A_MD60,PC,NL,2007,12.0
A,A1_DCH,A_MD60,PC,NO,2007,19.0
A,A1_DCH,A_MD60,PC,PL,2007,23.7
A,A1_DCH,A_MD60,PC,PT,2007,14.3
A,A1_DCH,A_MD60,PC,RO,2007,41.1
A,A1_DCH,A_MD60,PC,RS,2007,
A,A1_DCH,A_MD60,PC,SE,2007,8.9
A,A1_DCH,A_MD60,PC,SI,2007,29.5
A,A1_DCH,A_MD60,PC,SK,2007,14.6
A,A1_DCH,A_MD60,PC,TR,2007,54.6
A,A1_DCH,A_MD60,PC,UK,2007,19.8
A,A1_DCH,A_MD60,PC,XK,2007,
A,A1_DCH,B_MD60,PC,AL,2007,
A,A1_DCH,B_MD60,PC,AT,2007,38.6
A,A1_DCH,B_MD60,PC,BE,2007,33.2
A,A1_DCH,B_MD60,PC,BG,2007,68.1
A,A1_DCH,B_MD60,PC,CH,2007,25.9
A,A1_DCH,B_MD60,PC,CY,2007,62.3
A,A1_DCH,B_MD60,PC,CZ,2007,31.9
A,A1_DCH,B_MD60,PC,DE,2007,26.8
A,A1_DCH,B_MD60,PC,DK,2007,42.2
A,A1_DCH,B_MD60,PC,EA,2007,33.9
A,A1_DCH,B_MD60,PC,EA18,2007,34.1
A,A1_DCH,B_MD60,PC,EA19,2007,33.8
A,A1_DCH,B_MD60,PC,EA20,2007,
A,A1_DCH,B_MD60,PC,EE,2007,39.2
A,A1_DCH,B_MD60,PC,EL,2007,62.2
A,A1_DCH,B_MD60,PC,ES,2007,18.2
A,A1_DCH,B_MD60,PC,EU,2007,34.6
A,A1_DCH,B_MD60,PC,EU27_2007,2007,34.6
A,A1_DCH,B_MD60,PC,EU27_2020,2007,34.9
A,A1_DCH,B_MD60,PC,EU28,2007,34.6
A,A1_DCH,B_MD60,PC,FI,2007,41.5
A,A1_DCH,B_MD60,PC,FR,2007,46.7
A,A1_DCH,B_MD60,PC,HR,2007,47.9
A,A1_DCH,B_MD60,PC,HU,2007,63.3
A,A1_DCH,B_MD60,PC,IE,2007,47.3
A,A1_DCH,B_MD60,PC,IS,2007,50.4
A,A1_DCH,B_MD60,PC,IT,2007,33.1
A,A1_DCH,B_MD60,PC,LT,2007,15.4
A,A1_DCH,B_MD60,PC,LU,2007,23.6
A,A1_DCH,B_MD60,PC,LV,2007,58.8
A,A1_DCH,B_MD60,PC,ME,2007,
A,A1_DCH,B_MD60,PC,MK,2007,54.2
A,A1_DCH,B_MD60,PC,MT,2007,36.1
A,A1_DCH,B_MD60,PC,NL,2007,30.6
A,A1_DCH,B_MD60,PC,NO,2007,38.5
A,A1_DCH,B_MD60,PC,PL,2007,41.2
A,A1_DCH,B_MD60,PC,PT,2007,29.4
A,A1_DCH,B_MD60,PC,RO,2007,49.9
A,A1_DCH,B_MD60,PC,RS,2007,
A,A1_DCH,B_MD60,PC,SE,2007,16.7
A,A1_DCH,B_MD60,PC,SI,2007,48.8
A,A1_DCH,B_MD60,PC,SK,2007,26.5
A,A1_DCH,B_MD60,PC,TR,2007,70.0
A,A1_DCH,B_MD60,PC,UK,2007,33.1
A,A1_DCH,B_MD60,PC,XK,2007,
A,A1_DCH,TOTAL,PC,AL,2007,
A,A1_DCH,TOTAL,PC,AT,2007,20.6
A,A1_DCH,TOTAL,PC,BE,2007,21.6
A,A1_DCH,TOTAL,PC,BG,2007,46.2
A,A1_DCH,TOTAL,PC,CH,2007,14.6
A,A1_DCH,TOTAL,PC,CY,2007,44.6
A,A1_DCH,TOTAL,PC,CZ,2007,17.8
A,A1_DCH,TOTAL,PC,DE,2007,14.7
A,A1_DCH,TOTAL,PC,DK,2007,18.9
A,A1_DCH,TOTAL,PC,EA,2007,21.2
A,A1_DCH,TOTAL,PC,EA17,2007,
A,A1_DCH,TOTAL,PC,EA18,2007,21.4
A,A1_DCH,TOTAL,PC,EA19,2007,21.3
A,A1_DCH,TOTAL,PC,EA20,2007,
A,A1_DCH,TOTAL,PC,EE,2007,21.2
A,A1_DCH,TOTAL,PC,EL,2007,41.0
A,A1_DCH,TOTAL,PC,ES,2007,12.7
A,A1_DCH,TOTAL,PC,EU,2007,22.7
A,A1_DCH,TOTAL,PC,EU15,2007,
A,A1_DCH,TOTAL,PC,EU27_2007,2007,22.6
A,A1_DCH,TOTAL,PC,EU27_2020,2007,22.3
A,A1_DCH,TOTAL,PC,EU28,2007,22.7
A,A1_DCH,TOTAL,PC,FI,2007,28.9
A,A1_DCH,TOTAL,PC,FR,2007,28.3
A,A1_DCH,TOTAL,PC,HR,2007,34.5
A,A1_DCH,TOTAL,PC,HU,2007,38.1
A,A1_DCH,TOTAL,PC,IE,2007,37.7
A,A1_DCH,TOTAL,PC,IS,2007,38.9
A,A1_DCH,TOTAL,PC,IT,2007,21.9
A,A1_DCH,TOTAL,PC,LT,2007,11.6
A,A1_DCH,TOTAL,PC,LU,2007,16.7
A,A1_DCH,TOTAL,PC,LV,2007,45.2
A,A1_DCH,TOTAL,PC,ME,2007,
A,A1_DCH,TOTAL,PC,MK,2007,38.5
A,A1_DCH,TOTAL,PC,MT,2007,22.8
A,A1_DCH,TOTAL,PC,NL,2007,18.3
A,A1_DCH,TOTAL,PC,NO,2007,22.0
A,A1_DCH,TOTAL,PC,PL,2007,28.9
A,A1_DCH,TOTAL,PC,PT,2007,18.4
A,A1_DCH,TOTAL,PC,RO,2007,44.5
A,A1_DCH,TOTAL,PC,RS,2007,
A,A1_DCH,TOTAL,PC,SE,2007,11.5
A,A1_DCH,TOTAL,PC,SI,2007,35.5
A,A1_DCH,TOTAL,PC,SK,2007,17.7
A,A1_DCH,TOTAL,PC,TR,2007,60.1
A,A1_DCH,TOTAL,PC,UK,2007,24.2
A,A1_DCH,TOTAL,PC,XK,2007,
A,A1_GE65,A_MD60,PC,AL,2007,
A,A1_GE65,A_MD60,PC,AT,2007,0.9
A,A1_GE65,A_MD60,PC,BE,2007,1.1
A,A1_GE65,A_MD60,PC,BG,2007,22.6
A,A1_GE65,A_MD60,PC,CH,2007,1.9
A,A1_GE65,A_MD60,PC,CY,2007,7.5
A,A1_GE65,A_MD60,PC,CZ,2007,1.1
A,A1_GE65,A_MD60,PC,DE,2007,1.7
