dim0,dim1,dim2,dim3,dim4,geo,year,value
A,TO_INAC,EMP_PT,F,PC,PT,2018,12.7
A,TO_INAC,EMP_PT,F,PC,RO,2018,6.0
A,TO_INAC,EMP_PT,F,PC,RS,2018,7.6
A,TO_INAC,EMP_PT,F,PC,SE,2018,12.9
A,TO_INAC,EMP_PT,F,PC,SI,2018,5.2
A,TO_INAC,EMP_PT,F,PC,SK,2018,7.1
A,TO_INAC,EMP_PT,F,PC,TR,2018,26.8
A,TO_INAC,EMP_PT,F,PC,UK,2018,
A,TO_INAC,EMP_PT,M,PC,AL,2018,
A,TO_INAC,EMP_PT,M,PC,AT,2018,15.0
A,TO_INAC,EMP_PT,M,PC,BE,2018,9.0
A,TO_INAC,EMP_PT,M,PC,BG,2018,4.7
A,TO_INAC,EMP_PT,M,PC,CH,2018,10.1
A,TO_INAC,EMP_PT,M,PC,CY,2018,4.2
A,TO_INAC,EMP_PT,M,PC,CZ,2018,12.8
A,TO_INAC,EMP_PT,M,PC,DE,2018,15.6
A,TO_INAC,EMP_PT,M,PC,DK,2018,7.9
A,TO_INAC,EMP_PT,M,PC,EA,2018,
A,TO_INAC,EMP_PT,M,PC,EA18,2018,
A,TO_INAC,EMP_PT,M,PC,EA19,2018,
A,TO_INAC,EMP_PT,M,PC,EA20,2018,9.3
A,TO_INAC,EMP_PT,M,PC,EE,2018,24.1
A,TO_INAC,EMP_PT,M,PC,EL,2018,0.5
A,TO_INAC,EMP_PT,M,PC,ES,2018,5.2
A,TO_INAC,EMP_PT,M,PC,EU,2018,
A,TO_INAC,EMP_PT,M,PC,EU27_2007,2018,
A,TO_INAC,EMP_PT,M,PC,EU27_2020,2018,9.1
A,TO_INAC,EMP_PT,M,PC,EU28,2018,
A,TO_INAC,EMP_PT,M,PC,FI,2018,17.3
A,TO_INAC,EMP_PT,M,PC,FR,2018,6.9
A,TO_INAC,EMP_PT,M,PC,HR,2018,22.9
A,TO_INAC,EMP_PT,M,PC,HU,2018,8.4
A,TO_INAC,EMP_PT,M,PC,IE,2018,13.7
A,TO_INAC,EMP_PT,M,PC,IS,2018,
A,TO_INAC,EMP_PT,M,PC,IT,2018,4.5
A,TO_INAC,EMP_PT,M,PC,LT,2018,12.4
A,TO_INAC,EMP_PT,M,PC,LU,2018,
A,TO_INAC,EMP_PT,M,PC,LV,2018,13.4
A,TO_INAC,EMP_PT,M,PC,ME,2018,
A,TO_INAC,EMP_PT,M,PC,MK,2018,
A,TO_INAC,EMP_PT,M,PC,MT,2018,11.2
A,TO_INAC,EMP_PT,M,PC,NL,2018,7.5
A,TO_INAC,EMP_PT,M,PC,NO,2018,20.1
A,TO_INAC,EMP_PT,M,PC,PL,2018,8.2
A,TO_INAC,EMP_PT,M,PC,PT,2018,7.3
A,TO_INAC,EMP_PT,M,PC,RO,2018,3.3
A,TO_INAC,EMP_PT,M,PC,RS,2018,9.4
A,TO_INAC,EMP_PT,M,PC,SE,2018,17.5
A,TO_INAC,EMP_PT,M,PC,SI,2018,20.0
A,TO_INAC,EMP_PT,M,PC,SK,2018,1.0
A,TO_INAC,EMP_PT,M,PC,TR,2018,9.3
A,TO_INAC,EMP_PT,M,PC,UK,2018,
A,TO_INAC,EMP_PT,T,PC,AL,2018,0.7
A,TO_INAC,EMP_PT,T,PC,AT,2018,13.3
A,TO_INAC,EMP_PT,T,PC,BE,2018,6.6
A,TO_INAC,EMP_PT,T,PC,BG,2018,4.7
A,TO_INAC,EMP_PT,T,PC,CH,2018,9.3
A,TO_INAC,EMP_PT,T,PC,CY,2018,6.7
A,TO_INAC,EMP_PT,T,PC,CZ,2018,9.7
A,TO_INAC,EMP_PT,T,PC,DE,2018,13.9
A,TO_INAC,EMP_PT,T,PC,DK,2018,7.8
A,TO_INAC,EMP_PT,T,PC,EA,2018,
A,TO_INAC,EMP_PT,T,PC,EA18,2018,
A,TO_INAC,EMP_PT,T,PC,EA19,2018,
A,TO_INAC,EMP_PT,T,PC,EA20,2018,9.6
A,TO_INAC,EMP_PT,T,PC,EE,2018,12.6
A,TO_INAC,EMP_PT,T,PC,EL,2018,4.2
A,TO_INAC,EMP_PT,T,PC,ES,2018,5.1
A,TO_INAC,EMP_PT,T,PC,EU,2018,
A,TO_INAC,EMP_PT,T,PC,EU27_2007,2018,
A,TO_INAC,EMP_PT,T,PC,EU27_2020,2018,9.5
A,TO_INAC,EMP_PT,T,PC,EU28,2018,
A,TO_INAC,EMP_PT,T,PC,FI,2018,14.8
A,TO_INAC,EMP_PT,T,PC,FR,2018,5.6
A,TO_INAC,EMP_PT,T,PC,HR,2018,11.4
A,TO_INAC,EMP_PT,T,PC,HU,2018,10.5
A,TO_INAC,EMP_PT,T,PC,IE,2018,16.0
A,TO_INAC,EMP_PT,T,PC,IS,2018,
A,TO_INAC,EMP_PT,T,PC,IT,2018,7.3
A,TO_INAC,EMP_PT,T,PC,LT,2018,12.7
A,TO_INAC,EMP_PT,T,PC,LU,2018,
A,TO_INAC,EMP_PT,T,PC,LV,2018,8.0
A,TO_INAC,EMP_PT,T,PC,ME,2018,
A,TO_INAC,EMP_PT,T,PC,MK,2018,1.1
A,TO_INAC,EMP_PT,T,PC,MT,2018,8.7
A,TO_INAC,EMP_PT,T,PC,NL,2018,5.5
A,TO_INAC,EMP_PT,T,PC,NO,2018,14.2
A,TO_INAC,EMP_PT,T,PC,PL,2018,8.0
A,TO_INAC,EMP_PT,T,PC,PT,2018,11.0
A,TO_INAC,EMP_PT,T,PC,RO,2018,4.3
A,TO_INAC,EMP_PT,T,PC,RS,2018,8.1
A,TO_INAC,EMP_PT,T,PC,SE,2018,14.3
A,TO_INAC,EMP_PT,T,PC,SI,2018,10.0
A,TO_INAC,EMP_PT,T,PC,SK,2018,5.2
A,TO_INAC,EMP_PT,T,PC,TR,2018,19.2
A,TO_INAC,EMP_PT,T,PC,UK,2018,
A,TO_INAC,INAC,F,PC,AL,2018,85.9
A,TO_INAC,INAC,F,PC,AT,2018,83.8
A,TO_INAC,INAC,F,PC,BE,2018,87.1
A,TO_INAC,INAC,F,PC,BG,2018,86.7
A,TO_INAC,INAC,F,PC,CH,2018,81.8
A,TO_INAC,INAC,F,PC,CY,2018,89.9
A,TO_INAC,INAC,F,PC,CZ,2018,87.3
A,TO_INAC,INAC,F,PC,DE,2018,75.5
A,TO_INAC,INAC,F,PC,DK,2018,74.6
A,TO_INAC,INAC,F,PC,EA,2018,
A,TO_INAC,INAC,F,PC,EA18,2018,
A,TO_INAC,INAC,F,PC,EA19,2018,
A,TO_INAC,INAC,F,PC,EA20,2018,83.9
A,TO_INAC,INAC,F,PC,EE,2018,73.0
A,TO_INAC,INAC,F,PC,EL,2018,87.9
A,TO_INAC,INAC,F,PC,ES,2018,79.9
A,TO_INAC,INAC,F,PC,EU,2018,
A,TO_INAC,INAC,F,PC,EU27_2007,2018,
A,TO_INAC,INAC,F,PC,EU27_2020,2018,84.8
A,TO_INAC,INAC,F,PC,EU28,2018,
A,TO_INAC,INAC,F,PC,FI,2018,64.5
A,TO_INAC,INAC,F,PC,FR,2018,90.8
A,TO_INAC,INAC,F,PC,HR,2018,87.8
A,TO_INAC,INAC,F,PC,HU,2018,77.0
A,TO_INAC,INAC,F,PC,IE,2018,81.9
A,TO_INAC,INAC,F,PC,IS,2018,
A,TO_INAC,INAC,F,PC,IT,2018,88.8
A,TO_INAC,INAC,F,PC,LT,2018,84.8
A,TO_INAC,INAC,F,PC,LU,2018,
A,TO_INAC,INAC,F,PC,LV,2018,77.4
A,TO_INAC,INAC,F,PC,ME,2018,
A,TO_INAC,INAC,F,PC,MK,2018,87.5
A,TO_INAC,INAC,F,PC,MT,2018,88.5
A,TO_INAC,INAC,F,PC,NL,2018,79.6
A,TO_INAC,INAC,F,PC,NO,2018,78.3
A,TO_INAC,INAC,F,PC,PL,2018,89.7
A,TO_INAC,INAC,F,PC,PT,2018,84.1
A,TO_INAC,INAC,F,PC,RO,2018,94.7
A,TO_INAC,INAC,F,PC,RS,2018,83.8
A,TO_INAC,INAC,F,PC,SE,2018,68.1
A,TO_INAC,INAC,F,PC,SI,2018,90.1
A,TO_INAC,INAC,F,PC,SK,2018,88.1
A,TO_INAC,INAC,F,PC,TR,2018,91.9
A,TO_INAC,INAC,F,PC,UK,2018,
A,TO_INAC,INAC,M,PC,AL,2018,84.8
A,TO_INAC,INAC,M,PC,AT,2018,86.3
A,TO_INAC,INAC,M,PC,BE,2018,86.8
A,TO_INAC,INAC,M,PC,BG,2018,86.3
A,TO_INAC,INAC,M,PC,CH,2018,75.6
A,TO_INAC,INAC,M,PC,CY,2018,86.4
A,TO_INAC,INAC,M,PC,CZ,2018,89.5
A,TO_INAC,INAC,M,PC,DE,2018,68.3
A,TO_INAC,INAC,M,PC,DK,2018,71.9
A,TO_INAC,INAC,M,PC,EA,2018,
A,TO_INAC,INAC,M,PC,EA18,2018,
A,TO_INAC,INAC,M,PC,EA19,2018,
A,TO_INAC,INAC,M,PC,EA20,2018,80.6
A,TO_INAC,INAC,M,PC,EE,2018,82.5
A,TO_INAC,INAC,M,PC,EL,2018,90.2
A,TO_INAC,INAC,M,PC,ES,2018,80.7
A,TO_INAC,INAC,M,PC,EU,2018,
A,TO_INAC,INAC,M,PC,EU27_2007,2018,
A,TO_INAC,INAC,M,PC,EU27_2020,2018,81.7
A,TO_INAC,INAC,M,PC,EU28,2018,
A,TO_INAC,INAC,M,PC,FI,2018,72.7
A,TO_INAC,INAC,M,PC,FR,2018,90.0
A,TO_INAC,INAC,M,PC,HR,2018,87.8
A,TO_INAC,INAC,M,PC,HU,2018,77.2
A,TO_INAC,INAC,M,PC,IE,2018,87.1
A,TO_INAC,INAC,M,PC,IS,2018,
A,TO_INAC,INAC,M,PC,IT,2018,79.5
A,TO_INAC,INAC,M,PC,LT,2018,84.8
A,TO_INAC,INAC,M,PC,LU,2018,
A,TO_INAC,INAC,M,PC,LV,2018,76.8
A,TO_INAC,INAC,M,PC,ME,2018,
A,TO_INAC,INAC,M,PC,MK,2018,80.9
A,TO_INAC,INAC,M,PC,MT,2018,85.9
A,TO_INAC,INAC,M,PC,NL,2018,81.4
A,TO_INAC,INAC,M,PC,NO,2018,77.8
A,TO_INAC,INAC,M,PC,PL,2018,89.8
A,TO_INAC,INAC,M,PC,PT,2018,87.7
A,TO_INAC,INAC,M,PC,RO,2018,90.4
A,TO_INAC,INAC,M,PC,RS,2018,83.5
A,TO_INAC,INAC,M,PC,SE,2018,68.3
A,TO_INAC,INAC,M,PC,SI,2018,88.2
A,TO_INAC,INAC,M,PC,SK,2018,92.7
A,TO_INAC,INAC,M,PC,TR,2018,82.4
A,TO_INAC,INAC,M,PC,UK,2018,
A,TO_INAC,INAC,T,PC,AL,2018,85.6
A,TO_INAC,INAC,T,PC,AT,2018,84.7
A,TO_INAC,INAC,T,PC,BE,2018,86.9
A,TO_INAC,INAC,T,PC,BG,2018,86.5
A,TO_INAC,INAC,T,PC,CH,2018,79.6
A,TO_INAC,INAC,T,PC,CY,2018,88.6
A,TO_INAC,INAC,T,PC,CZ,2018,88.1
A,TO_INAC,INAC,T,PC,DE,2018,72.7
A,TO_INAC,INAC,T,PC,DK,2018,73.5
A,TO_INAC,INAC,T,PC,EA,2018,
A,TO_INAC,INAC,T,PC,EA18,2018,
A,TO_INAC,INAC,T,PC,EA19,2018,
A,TO_INAC,INAC,T,PC,EA20,2018,82.6
A,TO_INAC,INAC,T,PC,EE,2018,77.3
A,TO_INAC,INAC,T,PC,EL,2018,88.7
A,TO_INAC,INAC,T,PC,ES,2018,80.2
A,TO_INAC,INAC,T,PC,EU,2018,
A,TO_INAC,INAC,T,PC,EU27_2007,2018,
A,TO_INAC,INAC,T,PC,EU27_2020,2018,83.6
A,TO_INAC,INAC,T,PC,EU28,2018,
A,TO_INAC,INAC,T,PC,FI,2018,68.3
A,TO_INAC,INAC,T,PC,FR,2018,90.4
A,TO_INAC,INAC,T,PC,HR,2018,87.8
A,TO_INAC,INAC,T,PC,HU,2018,77.0
A,TO_INAC,INAC,T,PC,IE,2018,84.0
A,TO_INAC,INAC,T,PC,IS,2018,
A,TO_INAC,INAC,T,PC,IT,2018,85.9
A,TO_INAC,INAC,T,PC,LT,2018,84.8
A,TO_INAC,INAC,T,PC,LU,2018,
A,TO_INAC,INAC,T,PC,LV,2018,77.1
A,TO_INAC,INAC,T,PC,ME,2018,
A,TO_INAC,INAC,T,PC,MK,2018,85.6
A,TO_INAC,INAC,T,PC,MT,2018,87.7
A,TO_INAC,INAC,T,PC,NL,2018,80.3
A,TO_INAC,INAC,T,PC,NO,2018,78.1
A,TO_INAC,INAC,T,PC,PL,2018,89.8
A,TO_INAC,INAC,T,PC,PT,2018,85.7
A,TO_INAC,INAC,T,PC,RO,2018,93.1
A,TO_INAC,INAC,T,PC,RS,2018,83.7
A,TO_INAC,INAC,T,PC,SE,2018,68.2
A,TO_INAC,INAC,T,PC,SI,2018,89.2
A,TO_INAC,INAC,T,PC,SK,2018,90.0
A,TO_INAC,INAC,T,PC,TR,2018,89.6
A,TO_INAC,INAC,T,PC,UK,2018,
A,TO_INAC,UNE,F,PC,AL,2018,21.7
A,TO_INAC,UNE,F,PC,AT,2018,23.7
A,TO_INAC,UNE,F,PC,BE,2018,21.6
A,TO_INAC,UNE,F,PC,BG,2018,7.6
A,TO_INAC,UNE,F,PC,CH,2018,28.4
A,TO_INAC,UNE,F,PC,CY,2018,15.8
A,TO_INAC,UNE,F,PC,CZ,2018,18.3
A,TO_INAC,UNE,F,PC,DE,2018,31.8
A,TO_INAC,UNE,F,PC,DK,2018,30.3
A,TO_INAC,UNE,F,PC,EA,2018,
A,TO_INAC,UNE,F,PC,EA18,2018,
A,TO_INAC,UNE,F,PC,EA19,2018,
A,TO_INAC,UNE,F,PC,EA20,2018,22.1
A,TO_INAC,UNE,F,PC,EE,2018,30.8
A,TO_INAC,UNE,F,PC,EL,2018,12.3
A,TO_INAC,UNE,F,PC,ES,2018,18.8
A,TO_INAC,UNE,F,PC,EU,2018,
A,TO_INAC,UNE,F,PC,EU27_2007,2018,
A,TO_INAC,UNE,F,PC,EU27_2020,2018,22.4
A,TO_INAC,UNE,F,PC,EU28,2018,
A,TO_INAC,UNE,F,PC,FI,2018,26.2
A,TO_INAC,UNE,F,PC,FR,2018,9.6
A,TO_INAC,UNE,F,PC,HR,2018,26.2
A,TO_INAC,UNE,F,PC,HU,2018,24.7
A,TO_INAC,UNE,F,PC,IE,2018,24.1
A,TO_INAC,UNE,F,PC,IS,2018,
A,TO_INAC,UNE,F,PC,IT,2018,43.6
A,TO_INAC,UNE,F,PC,LT,2018,18.8
A,TO_INAC,UNE,F,PC,LU,2018,
A,TO_INAC,UNE,F,PC,LV,2018,34.0
A,TO_INAC,UNE,F,PC,ME,2018,
A,TO_INAC,UNE,F,PC,MK,2018,24.7
A,TO_INAC,UNE,F,PC,MT,2018,14.7
A,TO_INAC,UNE,F,PC,NL,2018,28.8
A,TO_INAC,UNE,F,PC,NO,2018,
A,TO_INAC,UNE,F,PC,PL,2018,30.1
A,TO_INAC,UNE,F,PC,PT,2018,15.5
A,TO_INAC,UNE,F,PC,RO,2018,39.6
A,TO_INAC,UNE,F,PC,RS,2018,20.3
A,TO_INAC,UNE,F,PC,SE,2018,36.3
A,TO_INAC,UNE,F,PC,SI,2018,18.1
A,TO_INAC,UNE,F,PC,SK,2018,7.2
A,TO_INAC,UNE,F,PC,TR,2018,28.8
A,TO_INAC,UNE,F,PC,UK,2018,
A,TO_INAC,UNE,M,PC,AL,2018,6.0
A,TO_INAC,UNE,M,PC,AT,2018,22.6
A,TO_INAC,UNE,M,PC,BE,2018,18.3
A,TO_INAC,UNE,M,PC,BG,2018,5.2
A,TO_INAC,UNE,M,PC,CH,2018,23.9
A,TO_INAC,UNE,M,PC,CY,2018,10.9
A,TO_INAC,UNE,M,PC,CZ,2018,16.5
A,TO_INAC,UNE,M,PC,DE,2018,24.2
A,TO_INAC,UNE,M,PC,DK,2018,24.9
A,TO_INAC,UNE,M,PC,EA,2018,
A,TO_INAC,UNE,M,PC,EA18,2018,
A,TO_INAC,UNE,M,PC,EA19,2018,
A,TO_INAC,UNE,M,PC,EA20,2018,15.7
A,TO_INAC,UNE,M,PC,EE,2018,16.6
A,TO_INAC,UNE,M,PC,EL,2018,7.8
A,TO_INAC,UNE,M,PC,ES,2018,11.5
A,TO_INAC,UNE,M,PC,EU,2018,
A,TO_INAC,UNE,M,PC,EU27_2007,2018,
A,TO_INAC,UNE,M,PC,EU27_2020,2018,15.4
A,TO_INAC,UNE,M,PC,EU28,2018,
A,TO_INAC,UNE,M,PC,FI,2018,24.9
A,TO_INAC,UNE,M,PC,FR,2018,6.7
A,TO_INAC,UNE,M,PC,HR,2018,19.6
A,TO_INAC,UNE,M,PC,HU,2018,11.0
A,TO_INAC,UNE,M,PC,IE,2018,14.8
A,TO_INAC,UNE,M,PC,IS,2018,
A,TO_INAC,UNE,M,PC,IT,2018,24.3
A,TO_INAC,UNE,M,PC,LT,2018,8.5
A,TO_INAC,UNE,M,PC,LU,2018,
A,TO_INAC,UNE,M,PC,LV,2018,18.4
A,TO_INAC,UNE,M,PC,ME,2018,
A,TO_INAC,UNE,M,PC,MK,2018,8.6
A,TO_INAC,UNE,M,PC,MT,2018,9.5
A,TO_INAC,UNE,M,PC,NL,2018,35.4
A,TO_INAC,UNE,M,PC,NO,2018,23.1
A,TO_INAC,UNE,M,PC,PL,2018,14.5
A,TO_INAC,UNE,M,PC,PT,2018,13.8
A,TO_INAC,UNE,M,PC,RO,2018,16.7
A,TO_INAC,UNE,M,PC,RS,2018,5.7
A,TO_INAC,UNE,M,PC,SE,2018,20.4
A,TO_INAC,UNE,M,PC,SI,2018,15.5
A,TO_INAC,UNE,M,PC,SK,2018,7.0
A,TO_INAC,UNE,M,PC,TR,2018,8.4
A,TO_INAC,UNE,M,PC,UK,2018,
A,TO_INAC,UNE,T,PC,AL,2018,14.6
A,TO_INAC,UNE,T,PC,AT,2018,23.1
A,TO_INAC,UNE,T,PC,BE,2018,19.9
A,TO_INAC,UNE,T,PC,BG,2018,6.4
A,TO_INAC,UNE,T,PC,CH,2018,26.0
A,TO_INAC,UNE,T,PC,CY,2018,13.4
A,TO_INAC,UNE,T,PC,CZ,2018,17.4
A,TO_INAC,UNE,T,PC,DE,2018,27.3
A,TO_INAC,UNE,T,PC,DK,2018,27.6
A,TO_INAC,UNE,T,PC,EA,2018,
A,TO_INAC,UNE,T,PC,EA18,2018,
A,TO_INAC,UNE,T,PC,EA19,2018,
A,TO_INAC,UNE,T,PC,EA20,2018,18.8
A,TO_INAC,UNE,T,PC,EE,2018,22.1
A,TO_INAC,UNE,T,PC,EL,2018,10.4
A,TO_INAC,UNE,T,PC,ES,2018,15.4
A,TO_INAC,UNE,T,PC,EU,2018,
A,TO_INAC,UNE,T,PC,EU27_2007,2018,
A,TO_INAC,UNE,T,PC,EU27_2020,2018,18.9
A,TO_INAC,UNE,T,PC,EU28,2018,
A,TO_INAC,UNE,T,PC,FI,2018,25.4
A,TO_INAC,UNE,T,PC,FR,2018,8.1
A,TO_INAC,UNE,T,PC,HR,2018,22.9
A,TO_INAC,UNE,T,PC,HU,2018,17.5
A,TO_INAC,UNE,T,PC,IE,2018,19.9
A,TO_INAC,UNE,T,PC,IS,2018,
A,TO_INAC,UNE,T,PC,IT,2018,33.5
A,TO_INAC,UNE,T,PC,LT,2018,13.7
A,TO_INAC,UNE,T,PC,LU,2018,
A,TO_INAC,UNE,T,PC,LV,2018,26.0
A,TO_INAC,UNE,T,PC,ME,2018,
A,TO_INAC,UNE,T,PC,MK,2018,16.2
A,TO_INAC,UNE,T,PC,MT,2018,12.6
A,TO_INAC,UNE,T,PC,NL,2018,32.9
A,TO_INAC,UNE,T,PC,NO,2018,30.8
A,TO_INAC,UNE,T,PC,PL,2018,23.6
A,TO_INAC,UNE,T,PC,PT,2018,14.6
A,TO_INAC,UNE,T,PC,RO,2018,24.4
A,TO_INAC,UNE,T,PC,RS,2018,12.9
A,TO_INAC,UNE,T,PC,SE,2018,25.8
A,TO_INAC,UNE,T,PC,SI,2018,17.0
A,TO_INAC,UNE,T,PC,SK,2018,7.1
A,TO_INAC,UNE,T,PC,TR,2018,14.8
A,TO_INAC,UNE,T,PC,UK,2018,
A,TO_PT,EMP,F,PC,AL,2018,4.3
A,TO_PT,EMP,F,PC,AT,2018,38.0
A,TO_PT,EMP,F,PC,BE,2018,36.8
A,TO_PT,EMP,F,PC,BG,2018,5.7
A,TO_PT,EMP,F,PC,CH,2018,48.1
A,TO_PT,EMP,F,PC,CY,2018,6.7
A,TO_PT,EMP,F,PC,CZ,2018,5.4
A,TO_PT,EMP,F,PC,DE,2018,39.1
A,TO_PT,EMP,F,PC,DK,2018,22.8
A,TO_PT,EMP,F,PC,EA,2018,
A,TO_PT,EMP,F,PC,EA18,2018,
A,TO_PT,EMP,F,PC,EA19,2018,
A,TO_PT,EMP,F,PC,EA20,2018,26.1
A,TO_PT,EMP,F,PC,EE,2018,12.1
A,TO_PT,EMP,F,PC,EL,2018,9.9
A,TO_PT,EMP,F,PC,ES,2018,18.3
A,TO_PT,EMP,F,PC,EU,2018,
A,TO_PT,EMP,F,PC,EU27_2007,2018,
A,TO_PT,EMP,F,PC,EU27_2020,2018,21.9
A,TO_PT,EMP,F,PC,EU28,2018,
A,TO_PT,EMP,F,PC,FI,2018,6.4
A,TO_PT,EMP,F,PC,FR,2018,20.2
A,TO_PT,EMP,F,PC,HR,2018,2.4
A,TO_PT,EMP,F,PC,HU,2018,7.8
A,TO_PT,EMP,F,PC,IE,2018,24.9
A,TO_PT,EMP,F,PC,IS,2018,
A,TO_PT,EMP,F,PC,IT,2018,23.3
A,TO_PT,EMP,F,PC,LT,2018,6.1
A,TO_PT,EMP,F,PC,LU,2018,
A,TO_PT,EMP,F,PC,LV,2018,6.0
A,TO_PT,EMP,F,PC,ME,2018,
A,TO_PT,EMP,F,PC,MK,2018,1.8
A,TO_PT,EMP,F,PC,MT,2018,9.4
A,TO_PT,EMP,F,PC,NL,2018,55.3
A,TO_PT,EMP,F,PC,NO,2018,18.6
A,TO_PT,EMP,F,PC,PL,2018,6.9
A,TO_PT,EMP,F,PC,PT,2018,4.4
A,TO_PT,EMP,F,PC,RO,2018,0.1
A,TO_PT,EMP,F,PC,RS,2018,1.9
A,TO_PT,EMP,F,PC,SE,2018,15.6
A,TO_PT,EMP,F,PC,SI,2018,8.0
A,TO_PT,EMP,F,PC,SK,2018,3.8
A,TO_PT,EMP,F,PC,TR,2018,7.6
A,TO_PT,EMP,F,PC,UK,2018,
A,TO_PT,EMP,M,PC,AL,2018,1.4
A,TO_PT,EMP,M,PC,AT,2018,7.8
A,TO_PT,EMP,M,PC,BE,2018,8.9
A,TO_PT,EMP,M,PC,BG,2018,4.4
A,TO_PT,EMP,M,PC,CH,2018,13.4
A,TO_PT,EMP,M,PC,CY,2018,2.7
A,TO_PT,EMP,M,PC,CZ,2018,1.2
A,TO_PT,EMP,M,PC,DE,2018,6.2
A,TO_PT,EMP,M,PC,DK,2018,7.7
A,TO_PT,EMP,M,PC,EA,2018,
A,TO_PT,EMP,M,PC,EA18,2018,
A,TO_PT,EMP,M,PC,EA19,2018,
A,TO_PT,EMP,M,PC,EA20,2018,5.6
A,TO_PT,EMP,M,PC,EE,2018,4.5
A,TO_PT,EMP,M,PC,EL,2018,3.6
A,TO_PT,EMP,M,PC,ES,2018,4.9
A,TO_PT,EMP,M,PC,EU,2018,
A,TO_PT,EMP,M,PC,EU27_2007,2018,
A,TO_PT,EMP,M,PC,EU27_2020,2018,5.0
A,TO_PT,EMP,M,PC,EU28,2018,
A,TO_PT,EMP,M,PC,FI,2018,3.3
A,TO_PT,EMP,M,PC,FR,2018,4.3
A,TO_PT,EMP,M,PC,HR,2018,0.9
A,TO_PT,EMP,M,PC,HU,2018,3.9
A,TO_PT,EMP,M,PC,IE,2018,5.7
A,TO_PT,EMP,M,PC,IS,2018,
A,TO_PT,EMP,M,PC,IT,2018,5.5
A,TO_PT,EMP,M,PC,LT,2018,3.8
A,TO_PT,EMP,M,PC,LU,2018,
A,TO_PT,EMP,M,PC,LV,2018,1.9
A,TO_PT,EMP,M,PC,ME,2018,
A,TO_PT,EMP,M,PC,MK,2018,1.6
A,TO_PT,EMP,M,PC,MT,2018,2.3
A,TO_PT,EMP,M,PC,NL,2018,16.5
A,TO_PT,EMP,M,PC,NO,2018,7.1
A,TO_PT,EMP,M,PC,PL,2018,2.4
A,TO_PT,EMP,M,PC,PT,2018,1.7
A,TO_PT,EMP,M,PC,RO,2018,0.1
A,TO_PT,EMP,M,PC,RS,2018,1.2
A,TO_PT,EMP,M,PC,SE,2018,8.2
A,TO_PT,EMP,M,PC,SI,2018,3.6
A,TO_PT,EMP,M,PC,SK,2018,1.9
A,TO_PT,EMP,M,PC,TR,2018,2.9
A,TO_PT,EMP,M,PC,UK,2018,
A,TO_PT,EMP,T,PC,AL,2018,2.5
A,TO_PT,EMP,T,PC,AT,2018,21.4
A,TO_PT,EMP,T,PC,BE,2018,22.2
A,TO_PT,EMP,T,PC,BG,2018,5.0
A,TO_PT,EMP,T,PC,CH,2018,29.7
A,TO_PT,EMP,T,PC,CY,2018,4.6
A,TO_PT,EMP,T,PC,CZ,2018,3.1
A,TO_PT,EMP,T,PC,DE,2018,21.4
A,TO_PT,EMP,T,PC,DK,2018,14.9
A,TO_PT,EMP,T,PC,EA,2018,
A,TO_PT,EMP,T,PC,EA18,2018,
A,TO_PT,EMP,T,PC,EA19,2018,
A,TO_PT,EMP,T,PC,EA20,2018,15.1
A,TO_PT,EMP,T,PC,EE,2018,8.4
A,TO_PT,EMP,T,PC,EL,2018,6.3
A,TO_PT,EMP,T,PC,ES,2018,11.1
A,TO_PT,EMP,T,PC,EU,2018,
A,TO_PT,EMP,T,PC,EU27_2007,2018,
A,TO_PT,EMP,T,PC,EU27_2020,2018,12.8
A,TO_PT,EMP,T,PC,EU28,2018,
A,TO_PT,EMP,T,PC,FI,2018,4.7
A,TO_PT,EMP,T,PC,FR,2018,12.1
A,TO_PT,EMP,T,PC,HR,2018,1.6
A,TO_PT,EMP,T,PC,HU,2018,5.7
A,TO_PT,EMP,T,PC,IE,2018,14.8
A,TO_PT,EMP,T,PC,IS,2018,
A,TO_PT,EMP,T,PC,IT,2018,12.9
A,TO_PT,EMP,T,PC,LT,2018,5.0
A,TO_PT,EMP,T,PC,LU,2018,
A,TO_PT,EMP,T,PC,LV,2018,4.1
A,TO_PT,EMP,T,PC,ME,2018,
A,TO_PT,EMP,T,PC,MK,2018,1.7
A,TO_PT,EMP,T,PC,MT,2018,5.1
A,TO_PT,EMP,T,PC,NL,2018,35.3
A,TO_PT,EMP,T,PC,NO,2018,12.1
A,TO_PT,EMP,T,PC,PL,2018,4.5
A,TO_PT,EMP,T,PC,PT,2018,3.1
A,TO_PT,EMP,T,PC,RO,2018,0.1
A,TO_PT,EMP,T,PC,RS,2018,1.5
A,TO_PT,EMP,T,PC,SE,2018,11.6
A,TO_PT,EMP,T,PC,SI,2018,5.8
A,TO_PT,EMP,T,PC,SK,2018,2.8
A,TO_PT,EMP,T,PC,TR,2018,4.4
A,TO_PT,EMP,T,PC,UK,2018,
A,TO_PT,EMP_FT,F,PC,AL,2018,1.1
A,TO_PT,EMP_FT,F,PC,AT,2018,8.9
A,TO_PT,EMP_FT,F,PC,BE,2018,10.0
A,TO_PT,EMP_FT,F,PC,BG,2018,1.6
A,TO_PT,EMP_FT,F,PC,CH,2018,15.2
A,TO_PT,EMP_FT,F,PC,CY,2018,1.7
A,TO_PT,EMP_FT,F,PC,CZ,2018,1.0
