dim0,dim1,dim2,dim3,dim4,geo,year,value
A,TO_UNE,EMP_FT,T,PC,ME,2008,
A,TO_UNE,EMP_FT,T,PC,MK,2008,
A,TO_UNE,EMP_FT,T,PC,MT,2008,1.2
A,TO_UNE,EMP_FT,T,PC,NL,2008,3.2
A,TO_UNE,EMP_FT,T,PC,NO,2008,1.6
A,TO_UNE,EMP_FT,T,PC,PL,2008,3.5
A,TO_UNE,EMP_FT,T,PC,PT,2008,6.7
A,TO_UNE,EMP_FT,T,PC,RO,2008,0.5
A,TO_UNE,EMP_FT,T,PC,RS,2008,
A,TO_UNE,EMP_FT,T,PC,SE,2008,2.3
A,TO_UNE,EMP_FT,T,PC,SI,2008,5.9
A,TO_UNE,EMP_FT,T,PC,SK,2008,2.8
A,TO_UNE,EMP_FT,T,PC,TR,2008,
A,TO_UNE,EMP_FT,T,PC,UK,2008,1.7
A,TO_UNE,EMP_PT,F,PC,AL,2008,
A,TO_UNE,EMP_PT,F,PC,AT,2008,3.2
A,TO_UNE,EMP_PT,F,PC,BE,2008,2.4
A,TO_UNE,EMP_PT,F,PC,BG,2008,6.0
A,TO_UNE,EMP_PT,F,PC,CH,2008,0.9
A,TO_UNE,EMP_PT,F,PC,CY,2008,11.3
A,TO_UNE,EMP_PT,F,PC,CZ,2008,1.6
A,TO_UNE,EMP_PT,F,PC,DE,2008,1.9
A,TO_UNE,EMP_PT,F,PC,DK,2008,2.5
A,TO_UNE,EMP_PT,F,PC,EA,2008,4.5
A,TO_UNE,EMP_PT,F,PC,EA18,2008,4.5
A,TO_UNE,EMP_PT,F,PC,EA19,2008,4.5
A,TO_UNE,EMP_PT,F,PC,EA20,2008,
A,TO_UNE,EMP_PT,F,PC,EE,2008,2.7
A,TO_UNE,EMP_PT,F,PC,EL,2008,11.5
A,TO_UNE,EMP_PT,F,PC,ES,2008,11.8
A,TO_UNE,EMP_PT,F,PC,EU,2008,3.8
A,TO_UNE,EMP_PT,F,PC,EU27_2007,2008,3.8
A,TO_UNE,EMP_PT,F,PC,EU27_2020,2008,4.5
A,TO_UNE,EMP_PT,F,PC,EU28,2008,3.8
A,TO_UNE,EMP_PT,F,PC,FI,2008,3.0
A,TO_UNE,EMP_PT,F,PC,FR,2008,6.0
A,TO_UNE,EMP_PT,F,PC,HR,2008,
A,TO_UNE,EMP_PT,F,PC,HU,2008,4.8
A,TO_UNE,EMP_PT,F,PC,IE,2008,4.5
A,TO_UNE,EMP_PT,F,PC,IS,2008,1.7
A,TO_UNE,EMP_PT,F,PC,IT,2008,7.6
A,TO_UNE,EMP_PT,F,PC,LT,2008,5.8
A,TO_UNE,EMP_PT,F,PC,LU,2008,3.3
A,TO_UNE,EMP_PT,F,PC,LV,2008,6.2
A,TO_UNE,EMP_PT,F,PC,ME,2008,
A,TO_UNE,EMP_PT,F,PC,MK,2008,
A,TO_UNE,EMP_PT,F,PC,MT,2008,1.8
A,TO_UNE,EMP_PT,F,PC,NL,2008,2.2
A,TO_UNE,EMP_PT,F,PC,NO,2008,1.0
A,TO_UNE,EMP_PT,F,PC,PL,2008,7.2
A,TO_UNE,EMP_PT,F,PC,PT,2008,13.0
A,TO_UNE,EMP_PT,F,PC,RO,2008,0.9
A,TO_UNE,EMP_PT,F,PC,RS,2008,
A,TO_UNE,EMP_PT,F,PC,SE,2008,2.4
A,TO_UNE,EMP_PT,F,PC,SI,2008,8.5
A,TO_UNE,EMP_PT,F,PC,SK,2008,7.8
A,TO_UNE,EMP_PT,F,PC,TR,2008,
A,TO_UNE,EMP_PT,F,PC,UK,2008,1.0
A,TO_UNE,EMP_PT,M,PC,AL,2008,
A,TO_UNE,EMP_PT,M,PC,AT,2008,7.7
A,TO_UNE,EMP_PT,M,PC,BE,2008,5.3
A,TO_UNE,EMP_PT,M,PC,BG,2008,2.2
A,TO_UNE,EMP_PT,M,PC,CH,2008,3.0
A,TO_UNE,EMP_PT,M,PC,CY,2008,31.8
A,TO_UNE,EMP_PT,M,PC,CZ,2008,3.4
A,TO_UNE,EMP_PT,M,PC,DE,2008,4.1
A,TO_UNE,EMP_PT,M,PC,DK,2008,28.5
A,TO_UNE,EMP_PT,M,PC,EA,2008,9.5
A,TO_UNE,EMP_PT,M,PC,EA18,2008,9.5
A,TO_UNE,EMP_PT,M,PC,EA19,2008,9.5
A,TO_UNE,EMP_PT,M,PC,EA20,2008,
A,TO_UNE,EMP_PT,M,PC,EE,2008,3.5
A,TO_UNE,EMP_PT,M,PC,EL,2008,14.4
A,TO_UNE,EMP_PT,M,PC,ES,2008,21.9
A,TO_UNE,EMP_PT,M,PC,EU,2008,8.4
A,TO_UNE,EMP_PT,M,PC,EU27_2007,2008,8.4
A,TO_UNE,EMP_PT,M,PC,EU27_2020,2008,9.2
A,TO_UNE,EMP_PT,M,PC,EU28,2008,8.4
A,TO_UNE,EMP_PT,M,PC,FI,2008,9.7
A,TO_UNE,EMP_PT,M,PC,FR,2008,11.2
A,TO_UNE,EMP_PT,M,PC,HR,2008,24.1
A,TO_UNE,EMP_PT,M,PC,HU,2008,12.3
A,TO_UNE,EMP_PT,M,PC,IE,2008,11.3
A,TO_UNE,EMP_PT,M,PC,IS,2008,9.6
A,TO_UNE,EMP_PT,M,PC,IT,2008,13.6
A,TO_UNE,EMP_PT,M,PC,LT,2008,3.9
A,TO_UNE,EMP_PT,M,PC,LU,2008,5.5
A,TO_UNE,EMP_PT,M,PC,LV,2008,7.0
A,TO_UNE,EMP_PT,M,PC,ME,2008,
A,TO_UNE,EMP_PT,M,PC,MK,2008,
A,TO_UNE,EMP_PT,M,PC,MT,2008,11.2
A,TO_UNE,EMP_PT,M,PC,NL,2008,3.9
A,TO_UNE,EMP_PT,M,PC,NO,2008,4.5
A,TO_UNE,EMP_PT,M,PC,PL,2008,10.9
A,TO_UNE,EMP_PT,M,PC,PT,2008,17.4
A,TO_UNE,EMP_PT,M,PC,RO,2008,1.5
A,TO_UNE,EMP_PT,M,PC,RS,2008,
A,TO_UNE,EMP_PT,M,PC,SE,2008,13.5
A,TO_UNE,EMP_PT,M,PC,SI,2008,19.1
A,TO_UNE,EMP_PT,M,PC,SK,2008,24.4
A,TO_UNE,EMP_PT,M,PC,TR,2008,
A,TO_UNE,EMP_PT,M,PC,UK,2008,5.3
A,TO_UNE,EMP_PT,T,PC,AL,2008,
A,TO_UNE,EMP_PT,T,PC,AT,2008,3.8
A,TO_UNE,EMP_PT,T,PC,BE,2008,2.9
A,TO_UNE,EMP_PT,T,PC,BG,2008,4.3
A,TO_UNE,EMP_PT,T,PC,CH,2008,1.2
A,TO_UNE,EMP_PT,T,PC,CY,2008,18.5
A,TO_UNE,EMP_PT,T,PC,CZ,2008,2.0
A,TO_UNE,EMP_PT,T,PC,DE,2008,2.3
A,TO_UNE,EMP_PT,T,PC,DK,2008,8.4
A,TO_UNE,EMP_PT,T,PC,EA,2008,5.5
A,TO_UNE,EMP_PT,T,PC,EA18,2008,5.5
A,TO_UNE,EMP_PT,T,PC,EA19,2008,5.5
A,TO_UNE,EMP_PT,T,PC,EA20,2008,
A,TO_UNE,EMP_PT,T,PC,EE,2008,3.0
A,TO_UNE,EMP_PT,T,PC,EL,2008,12.4
A,TO_UNE,EMP_PT,T,PC,ES,2008,14.1
A,TO_UNE,EMP_PT,T,PC,EU,2008,4.8
A,TO_UNE,EMP_PT,T,PC,EU27_2007,2008,4.8
A,TO_UNE,EMP_PT,T,PC,EU27_2020,2008,5.5
A,TO_UNE,EMP_PT,T,PC,EU28,2008,4.8
A,TO_UNE,EMP_PT,T,PC,FI,2008,5.2
A,TO_UNE,EMP_PT,T,PC,FR,2008,7.0
A,TO_UNE,EMP_PT,T,PC,HR,2008,11.9
A,TO_UNE,EMP_PT,T,PC,HU,2008,7.3
A,TO_UNE,EMP_PT,T,PC,IE,2008,6.8
A,TO_UNE,EMP_PT,T,PC,IS,2008,3.9
A,TO_UNE,EMP_PT,T,PC,IT,2008,9.0
A,TO_UNE,EMP_PT,T,PC,LT,2008,5.1
A,TO_UNE,EMP_PT,T,PC,LU,2008,3.6
A,TO_UNE,EMP_PT,T,PC,LV,2008,6.4
A,TO_UNE,EMP_PT,T,PC,ME,2008,
A,TO_UNE,EMP_PT,T,PC,MK,2008,
A,TO_UNE,EMP_PT,T,PC,MT,2008,3.7
A,TO_UNE,EMP_PT,T,PC,NL,2008,2.6
A,TO_UNE,EMP_PT,T,PC,NO,2008,2.0
A,TO_UNE,EMP_PT,T,PC,PL,2008,8.3
A,TO_UNE,EMP_PT,T,PC,PT,2008,14.0
A,TO_UNE,EMP_PT,T,PC,RO,2008,1.2
A,TO_UNE,EMP_PT,T,PC,RS,2008,
A,TO_UNE,EMP_PT,T,PC,SE,2008,4.6
A,TO_UNE,EMP_PT,T,PC,SI,2008,12.1
A,TO_UNE,EMP_PT,T,PC,SK,2008,12.0
A,TO_UNE,EMP_PT,T,PC,TR,2008,
A,TO_UNE,EMP_PT,T,PC,UK,2008,1.9
A,TO_UNE,INAC,F,PC,AL,2008,
A,TO_UNE,INAC,F,PC,AT,2008,3.5
A,TO_UNE,INAC,F,PC,BE,2008,3.6
A,TO_UNE,INAC,F,PC,BG,2008,3.0
A,TO_UNE,INAC,F,PC,CH,2008,1.1
A,TO_UNE,INAC,F,PC,CY,2008,7.5
A,TO_UNE,INAC,F,PC,CZ,2008,2.2
A,TO_UNE,INAC,F,PC,DE,2008,2.8
A,TO_UNE,INAC,F,PC,DK,2008,5.8
A,TO_UNE,INAC,F,PC,EA,2008,5.4
A,TO_UNE,INAC,F,PC,EA18,2008,5.4
A,TO_UNE,INAC,F,PC,EA19,2008,5.4
A,TO_UNE,INAC,F,PC,EA20,2008,
A,TO_UNE,INAC,F,PC,EE,2008,2.4
A,TO_UNE,INAC,F,PC,EL,2008,7.1
A,TO_UNE,INAC,F,PC,ES,2008,13.7
A,TO_UNE,INAC,F,PC,EU,2008,4.8
A,TO_UNE,INAC,F,PC,EU27_2007,2008,4.8
A,TO_UNE,INAC,F,PC,EU27_2020,2008,4.8
A,TO_UNE,INAC,F,PC,EU28,2008,4.8
A,TO_UNE,INAC,F,PC,FI,2008,3.2
A,TO_UNE,INAC,F,PC,FR,2008,2.1
A,TO_UNE,INAC,F,PC,HR,2008,8.0
A,TO_UNE,INAC,F,PC,HU,2008,3.9
A,TO_UNE,INAC,F,PC,IE,2008,6.2
A,TO_UNE,INAC,F,PC,IS,2008,3.7
A,TO_UNE,INAC,F,PC,IT,2008,6.0
A,TO_UNE,INAC,F,PC,LT,2008,2.1
A,TO_UNE,INAC,F,PC,LU,2008,1.6
A,TO_UNE,INAC,F,PC,LV,2008,4.9
A,TO_UNE,INAC,F,PC,ME,2008,
A,TO_UNE,INAC,F,PC,MK,2008,
A,TO_UNE,INAC,F,PC,MT,2008,0.8
A,TO_UNE,INAC,F,PC,NL,2008,2.3
A,TO_UNE,INAC,F,PC,NO,2008,2.0
A,TO_UNE,INAC,F,PC,PL,2008,3.9
A,TO_UNE,INAC,F,PC,PT,2008,8.1
A,TO_UNE,INAC,F,PC,RO,2008,1.1
A,TO_UNE,INAC,F,PC,RS,2008,
A,TO_UNE,INAC,F,PC,SE,2008,5.8
A,TO_UNE,INAC,F,PC,SI,2008,3.4
A,TO_UNE,INAC,F,PC,SK,2008,4.5
A,TO_UNE,INAC,F,PC,TR,2008,
A,TO_UNE,INAC,F,PC,UK,2008,4.6
A,TO_UNE,INAC,M,PC,AL,2008,
A,TO_UNE,INAC,M,PC,AT,2008,5.4
A,TO_UNE,INAC,M,PC,BE,2008,3.2
A,TO_UNE,INAC,M,PC,BG,2008,3.9
A,TO_UNE,INAC,M,PC,CH,2008,4.3
A,TO_UNE,INAC,M,PC,CY,2008,8.4
A,TO_UNE,INAC,M,PC,CZ,2008,2.4
A,TO_UNE,INAC,M,PC,DE,2008,2.7
A,TO_UNE,INAC,M,PC,DK,2008,3.9
A,TO_UNE,INAC,M,PC,EA,2008,5.7
A,TO_UNE,INAC,M,PC,EA18,2008,5.7
A,TO_UNE,INAC,M,PC,EA19,2008,5.7
A,TO_UNE,INAC,M,PC,EA20,2008,
A,TO_UNE,INAC,M,PC,EE,2008,5.6
A,TO_UNE,INAC,M,PC,EL,2008,8.3
A,TO_UNE,INAC,M,PC,ES,2008,10.7
A,TO_UNE,INAC,M,PC,EU,2008,5.6
A,TO_UNE,INAC,M,PC,EU27_2007,2008,5.6
A,TO_UNE,INAC,M,PC,EU27_2020,2008,5.3
A,TO_UNE,INAC,M,PC,EU28,2008,5.6
A,TO_UNE,INAC,M,PC,FI,2008,4.3
A,TO_UNE,INAC,M,PC,FR,2008,3.4
A,TO_UNE,INAC,M,PC,HR,2008,7.5
A,TO_UNE,INAC,M,PC,HU,2008,3.7
A,TO_UNE,INAC,M,PC,IE,2008,8.9
A,TO_UNE,INAC,M,PC,IS,2008,
A,TO_UNE,INAC,M,PC,IT,2008,8.2
A,TO_UNE,INAC,M,PC,LT,2008,3.7
A,TO_UNE,INAC,M,PC,LU,2008,1.2
A,TO_UNE,INAC,M,PC,LV,2008,5.7
A,TO_UNE,INAC,M,PC,ME,2008,
A,TO_UNE,INAC,M,PC,MK,2008,
A,TO_UNE,INAC,M,PC,MT,2008,2.2
A,TO_UNE,INAC,M,PC,NL,2008,4.5
A,TO_UNE,INAC,M,PC,NO,2008,4.8
A,TO_UNE,INAC,M,PC,PL,2008,5.6
A,TO_UNE,INAC,M,PC,PT,2008,7.6
A,TO_UNE,INAC,M,PC,RO,2008,2.9
A,TO_UNE,INAC,M,PC,RS,2008,
A,TO_UNE,INAC,M,PC,SE,2008,6.1
A,TO_UNE,INAC,M,PC,SI,2008,5.8
A,TO_UNE,INAC,M,PC,SK,2008,5.5
A,TO_UNE,INAC,M,PC,TR,2008,
A,TO_UNE,INAC,M,PC,UK,2008,7.6
A,TO_UNE,INAC,T,PC,AL,2008,
A,TO_UNE,INAC,T,PC,AT,2008,4.2
A,TO_UNE,INAC,T,PC,BE,2008,3.4
A,TO_UNE,INAC,T,PC,BG,2008,3.3
A,TO_UNE,INAC,T,PC,CH,2008,2.1
A,TO_UNE,INAC,T,PC,CY,2008,7.8
A,TO_UNE,INAC,T,PC,CZ,2008,2.3
A,TO_UNE,INAC,T,PC,DE,2008,2.8
A,TO_UNE,INAC,T,PC,DK,2008,5.0
A,TO_UNE,INAC,T,PC,EA,2008,5.5
A,TO_UNE,INAC,T,PC,EA18,2008,5.5
A,TO_UNE,INAC,T,PC,EA19,2008,5.5
A,TO_UNE,INAC,T,PC,EA20,2008,
A,TO_UNE,INAC,T,PC,EE,2008,3.8
A,TO_UNE,INAC,T,PC,EL,2008,7.5
A,TO_UNE,INAC,T,PC,ES,2008,12.6
A,TO_UNE,INAC,T,PC,EU,2008,5.1
A,TO_UNE,INAC,T,PC,EU27_2007,2008,5.1
A,TO_UNE,INAC,T,PC,EU27_2020,2008,5.0
A,TO_UNE,INAC,T,PC,EU28,2008,5.1
A,TO_UNE,INAC,T,PC,FI,2008,3.7
A,TO_UNE,INAC,T,PC,FR,2008,2.7
A,TO_UNE,INAC,T,PC,HR,2008,7.8
A,TO_UNE,INAC,T,PC,HU,2008,3.8
A,TO_UNE,INAC,T,PC,IE,2008,7.2
A,TO_UNE,INAC,T,PC,IS,2008,2.6
A,TO_UNE,INAC,T,PC,IT,2008,6.7
A,TO_UNE,INAC,T,PC,LT,2008,2.8
A,TO_UNE,INAC,T,PC,LU,2008,1.4
A,TO_UNE,INAC,T,PC,LV,2008,5.2
A,TO_UNE,INAC,T,PC,ME,2008,
A,TO_UNE,INAC,T,PC,MK,2008,
A,TO_UNE,INAC,T,PC,MT,2008,1.2
A,TO_UNE,INAC,T,PC,NL,2008,3.1
A,TO_UNE,INAC,T,PC,NO,2008,3.4
A,TO_UNE,INAC,T,PC,PL,2008,4.5
A,TO_UNE,INAC,T,PC,PT,2008,7.9
A,TO_UNE,INAC,T,PC,RO,2008,1.7
A,TO_UNE,INAC,T,PC,RS,2008,
A,TO_UNE,INAC,T,PC,SE,2008,5.9
A,TO_UNE,INAC,T,PC,SI,2008,4.4
A,TO_UNE,INAC,T,PC,SK,2008,4.9
A,TO_UNE,INAC,T,PC,TR,2008,
A,TO_UNE,INAC,T,PC,UK,2008,5.7
A,TO_UNE,UNE,F,PC,AL,2008,
A,TO_UNE,UNE,F,PC,AT,2008,47.0
A,TO_UNE,UNE,F,PC,BE,2008,59.1
A,TO_UNE,UNE,F,PC,BG,2008,73.8
A,TO_UNE,UNE,F,PC,CH,2008,12.9
A,TO_UNE,UNE,F,PC,CY,2008,70.3
A,TO_UNE,UNE,F,PC,CZ,2008,56.2
A,TO_UNE,UNE,F,PC,DE,2008,62.9
A,TO_UNE,UNE,F,PC,DK,2008,31.0
A,TO_UNE,UNE,F,PC,EA,2008,59.4
A,TO_UNE,UNE,F,PC,EA18,2008,59.2
A,TO_UNE,UNE,F,PC,EA19,2008,59.3
A,TO_UNE,UNE,F,PC,EA20,2008,
A,TO_UNE,UNE,F,PC,EE,2008,48.6
A,TO_UNE,UNE,F,PC,EL,2008,76.1
A,TO_UNE,UNE,F,PC,ES,2008,62.0
A,TO_UNE,UNE,F,PC,EU,2008,58.8
A,TO_UNE,UNE,F,PC,EU27_2007,2008,58.5
A,TO_UNE,UNE,F,PC,EU27_2020,2008,59.8
A,TO_UNE,UNE,F,PC,EU28,2008,58.8
A,TO_UNE,UNE,F,PC,FI,2008,41.8
A,TO_UNE,UNE,F,PC,FR,2008,57.5
A,TO_UNE,UNE,F,PC,HR,2008,69.6
A,TO_UNE,UNE,F,PC,HU,2008,52.5
A,TO_UNE,UNE,F,PC,IE,2008,43.8
A,TO_UNE,UNE,F,PC,IS,2008,45.5
A,TO_UNE,UNE,F,PC,IT,2008,48.3
A,TO_UNE,UNE,F,PC,LT,2008,62.4
A,TO_UNE,UNE,F,PC,LU,2008,39.8
A,TO_UNE,UNE,F,PC,LV,2008,42.9
A,TO_UNE,UNE,F,PC,ME,2008,
A,TO_UNE,UNE,F,PC,MK,2008,
A,TO_UNE,UNE,F,PC,MT,2008,29.4
A,TO_UNE,UNE,F,PC,NL,2008,27.0
A,TO_UNE,UNE,F,PC,NO,2008,32.0
A,TO_UNE,UNE,F,PC,PL,2008,62.6
A,TO_UNE,UNE,F,PC,PT,2008,65.1
A,TO_UNE,UNE,F,PC,RO,2008,68.5
A,TO_UNE,UNE,F,PC,RS,2008,
A,TO_UNE,UNE,F,PC,SE,2008,49.4
A,TO_UNE,UNE,F,PC,SI,2008,63.2
A,TO_UNE,UNE,F,PC,SK,2008,70.8
A,TO_UNE,UNE,F,PC,TR,2008,
A,TO_UNE,UNE,F,PC,UK,2008,40.5
A,TO_UNE,UNE,M,PC,AL,2008,
A,TO_UNE,UNE,M,PC,AT,2008,54.5
A,TO_UNE,UNE,M,PC,BE,2008,56.9
A,TO_UNE,UNE,M,PC,BG,2008,72.7
A,TO_UNE,UNE,M,PC,CH,2008,26.8
A,TO_UNE,UNE,M,PC,CY,2008,71.8
A,TO_UNE,UNE,M,PC,CZ,2008,61.2
A,TO_UNE,UNE,M,PC,DE,2008,71.2
A,TO_UNE,UNE,M,PC,DK,2008,37.2
A,TO_UNE,UNE,M,PC,EA,2008,69.5
A,TO_UNE,UNE,M,PC,EA18,2008,69.3
A,TO_UNE,UNE,M,PC,EA19,2008,69.3
A,TO_UNE,UNE,M,PC,EA20,2008,
A,TO_UNE,UNE,M,PC,EE,2008,57.2
A,TO_UNE,UNE,M,PC,EL,2008,82.3
A,TO_UNE,UNE,M,PC,ES,2008,67.0
A,TO_UNE,UNE,M,PC,EU,2008,66.7
A,TO_UNE,UNE,M,PC,EU27_2007,2008,66.6
A,TO_UNE,UNE,M,PC,EU27_2020,2008,68.4
A,TO_UNE,UNE,M,PC,EU28,2008,66.7
A,TO_UNE,UNE,M,PC,FI,2008,68.2
A,TO_UNE,UNE,M,PC,FR,2008,71.4
A,TO_UNE,UNE,M,PC,HR,2008,77.5
A,TO_UNE,UNE,M,PC,HU,2008,48.1
A,TO_UNE,UNE,M,PC,IE,2008,74.1
A,TO_UNE,UNE,M,PC,IS,2008,31.2
A,TO_UNE,UNE,M,PC,IT,2008,69.6
A,TO_UNE,UNE,M,PC,LT,2008,64.2
A,TO_UNE,UNE,M,PC,LU,2008,45.4
A,TO_UNE,UNE,M,PC,LV,2008,51.0
A,TO_UNE,UNE,M,PC,ME,2008,
A,TO_UNE,UNE,M,PC,MK,2008,
A,TO_UNE,UNE,M,PC,MT,2008,66.2
A,TO_UNE,UNE,M,PC,NL,2008,54.3
A,TO_UNE,UNE,M,PC,NO,2008,37.0
A,TO_UNE,UNE,M,PC,PL,2008,66.5
A,TO_UNE,UNE,M,PC,PT,2008,72.5
A,TO_UNE,UNE,M,PC,RO,2008,70.2
A,TO_UNE,UNE,M,PC,RS,2008,
A,TO_UNE,UNE,M,PC,SE,2008,57.4
A,TO_UNE,UNE,M,PC,SI,2008,68.5
A,TO_UNE,UNE,M,PC,SK,2008,66.6
A,TO_UNE,UNE,M,PC,TR,2008,
A,TO_UNE,UNE,M,PC,UK,2008,42.9
A,TO_UNE,UNE,T,PC,AL,2008,
A,TO_UNE,UNE,T,PC,AT,2008,51.0
A,TO_UNE,UNE,T,PC,BE,2008,58.0
A,TO_UNE,UNE,T,PC,BG,2008,73.2
A,TO_UNE,UNE,T,PC,CH,2008,21.6
A,TO_UNE,UNE,T,PC,CY,2008,71.1
A,TO_UNE,UNE,T,PC,CZ,2008,58.7
A,TO_UNE,UNE,T,PC,DE,2008,67.2
A,TO_UNE,UNE,T,PC,DK,2008,34.8
A,TO_UNE,UNE,T,PC,EA,2008,64.8
A,TO_UNE,UNE,T,PC,EA18,2008,64.7
A,TO_UNE,UNE,T,PC,EA19,2008,64.7
A,TO_UNE,UNE,T,PC,EA20,2008,
A,TO_UNE,UNE,T,PC,EE,2008,53.6
A,TO_UNE,UNE,T,PC,EL,2008,79.2
A,TO_UNE,UNE,T,PC,ES,2008,64.7
A,TO_UNE,UNE,T,PC,EU,2008,63.1
A,TO_UNE,UNE,T,PC,EU27_2007,2008,62.9
A,TO_UNE,UNE,T,PC,EU27_2020,2008,64.4
A,TO_UNE,UNE,T,PC,EU28,2008,63.1
A,TO_UNE,UNE,T,PC,FI,2008,57.3
A,TO_UNE,UNE,T,PC,FR,2008,64.6
A,TO_UNE,UNE,T,PC,HR,2008,73.5
A,TO_UNE,UNE,T,PC,HU,2008,50.1
A,TO_UNE,UNE,T,PC,IE,2008,65.7
A,TO_UNE,UNE,T,PC,IS,2008,35.4
A,TO_UNE,UNE,T,PC,IT,2008,61.3
A,TO_UNE,UNE,T,PC,LT,2008,63.4
A,TO_UNE,UNE,T,PC,LU,2008,43.1
A,TO_UNE,UNE,T,PC,LV,2008,47.4
A,TO_UNE,UNE,T,PC,ME,2008,
A,TO_UNE,UNE,T,PC,MK,2008,
A,TO_UNE,UNE,T,PC,MT,2008,56.8
A,TO_UNE,UNE,T,PC,NL,2008,41.5
A,TO_UNE,UNE,T,PC,NO,2008,35.3
A,TO_UNE,UNE,T,PC,PL,2008,64.4
A,TO_UNE,UNE,T,PC,PT,2008,68.8
A,TO_UNE,UNE,T,PC,RO,2008,69.7
A,TO_UNE,UNE,T,PC,RS,2008,
A,TO_UNE,UNE,T,PC,SE,2008,53.0
A,TO_UNE,UNE,T,PC,SI,2008,65.9
A,TO_UNE,UNE,T,PC,SK,2008,68.5
A,TO_UNE,UNE,T,PC,TR,2008,
A,TO_UNE,UNE,T,PC,UK,2008,41.9
A,TO_EMP,EMP,F,PC,AL,2009,
A,TO_EMP,EMP,F,PC,AT,2009,89.1
A,TO_EMP,EMP,F,PC,BE,2009,93.0
A,TO_EMP,EMP,F,PC,BG,2009,92.3
A,TO_EMP,EMP,F,PC,CH,2009,89.5
A,TO_EMP,EMP,F,PC,CY,2009,92.8
A,TO_EMP,EMP,F,PC,CZ,2009,93.8
A,TO_EMP,EMP,F,PC,DE,2009,92.1
A,TO_EMP,EMP,F,PC,DK,2009,89.8
A,TO_EMP,EMP,F,PC,EA,2009,91.4
A,TO_EMP,EMP,F,PC,EA18,2009,91.4
A,TO_EMP,EMP,F,PC,EA19,2009,91.5
A,TO_EMP,EMP,F,PC,EA20,2009,
A,TO_EMP,EMP,F,PC,EE,2009,92.8
A,TO_EMP,EMP,F,PC,EL,2009,86.0
A,TO_EMP,EMP,F,PC,ES,2009,88.1
A,TO_EMP,EMP,F,PC,EU,2009,91.9
A,TO_EMP,EMP,F,PC,EU27_2007,2009,92.0
A,TO_EMP,EMP,F,PC,EU27_2020,2009,92.1
A,TO_EMP,EMP,F,PC,EU28,2009,91.9
A,TO_EMP,EMP,F,PC,FI,2009,88.9
A,TO_EMP,EMP,F,PC,FR,2009,93.2
A,TO_EMP,EMP,F,PC,HR,2009,89.1
A,TO_EMP,EMP,F,PC,HU,2009,89.4
A,TO_EMP,EMP,F,PC,IE,2009,91.6
A,TO_EMP,EMP,F,PC,IS,2009,90.3
A,TO_EMP,EMP,F,PC,IT,2009,90.5
A,TO_EMP,EMP,F,PC,LT,2009,94.5
A,TO_EMP,EMP,F,PC,LU,2009,93.2
A,TO_EMP,EMP,F,PC,LV,2009,90.3
A,TO_EMP,EMP,F,PC,ME,2009,
A,TO_EMP,EMP,F,PC,MK,2009,89.3
A,TO_EMP,EMP,F,PC,MT,2009,95.2
A,TO_EMP,EMP,F,PC,NL,2009,91.5
A,TO_EMP,EMP,F,PC,NO,2009,93.0
A,TO_EMP,EMP,F,PC,PL,2009,94.6
A,TO_EMP,EMP,F,PC,PT,2009,91.8
A,TO_EMP,EMP,F,PC,RO,2009,98.1
A,TO_EMP,EMP,F,PC,RS,2009,81.8
A,TO_EMP,EMP,F,PC,SE,2009,90.3
A,TO_EMP,EMP,F,PC,SI,2009,95.2
A,TO_EMP,EMP,F,PC,SK,2009,93.4
A,TO_EMP,EMP,F,PC,TR,2009,83.6
A,TO_EMP,EMP,F,PC,UK,2009,91.3
A,TO_EMP,EMP,M,PC,AL,2009,
A,TO_EMP,EMP,M,PC,AT,2009,92.8
A,TO_EMP,EMP,M,PC,BE,2009,94.3
A,TO_EMP,EMP,M,PC,BG,2009,92.4
A,TO_EMP,EMP,M,PC,CH,2009,93.8
A,TO_EMP,EMP,M,PC,CY,2009,90.6
A,TO_EMP,EMP,M,PC,CZ,2009,96.6
A,TO_EMP,EMP,M,PC,DE,2009,95.7
A,TO_EMP,EMP,M,PC,DK,2009,95.0
A,TO_EMP,EMP,M,PC,EA,2009,93.8
A,TO_EMP,EMP,M,PC,EA18,2009,93.8
A,TO_EMP,EMP,M,PC,EA19,2009,93.8
A,TO_EMP,EMP,M,PC,EA20,2009,
A,TO_EMP,EMP,M,PC,EE,2009,93.1
A,TO_EMP,EMP,M,PC,EL,2009,91.5
A,TO_EMP,EMP,M,PC,ES,2009,89.7
A,TO_EMP,EMP,M,PC,EU,2009,94.2
A,TO_EMP,EMP,M,PC,EU27_2007,2009,94.3
A,TO_EMP,EMP,M,PC,EU27_2020,2009,94.1
A,TO_EMP,EMP,M,PC,EU28,2009,94.2
A,TO_EMP,EMP,M,PC,FI,2009,91.5
A,TO_EMP,EMP,M,PC,FR,2009,93.9
A,TO_EMP,EMP,M,PC,HR,2009,90.0
A,TO_EMP,EMP,M,PC,HU,2009,92.4
A,TO_EMP,EMP,M,PC,IE,2009,94.2
A,TO_EMP,EMP,M,PC,IS,2009,88.3
A,TO_EMP,EMP,M,PC,IT,2009,94.0
A,TO_EMP,EMP,M,PC,LT,2009,94.0
A,TO_EMP,EMP,M,PC,LU,2009,94.9
A,TO_EMP,EMP,M,PC,LV,2009,91.1
A,TO_EMP,EMP,M,PC,ME,2009,
